residence_name,website_url,address,avg_price_per_unit,avg_price_per_sqft,budget_start_range,budget_end_range,floor_area_sqft,no_of_units,build_year,development_status,rental_potential,pet_friendly,accessible,confidence score,city,country,feature_names,amenity_names,other_amenities,highlighted_amenity1,highlighted_amenity2,highlighted_amenity3,ameneties_count,associated_brand,brief_subtitle,brief_description
"The Ritz-Carlton Residences, Business Bay",https://rcresidences-businessbay.com/,"Marasi Drive, Business Bay, Dubai Water Canal, Dubai, UAE",6000000,2000,3500000,12000000,3000,54,2025,under construction,high,yes,yes,95,Dubai,UAE,"Private balconies, fitness center, private cinema, residents’ lounge","Swimming Pool, Gym, Parking Space/Garage, Security, On-site Restaurant/Café","24-hour concierge, infinity pool, kids’ play area, sauna, in-residence dining",Infinity pool with Burj Khalifa views,Private cinema for resident screenings,In-residence dining with curated menus,10,Ritz-Carlton,"Elevating luxury living, this waterfront sanctuary offers breathtaking canal and skyline views.","Offering breathtaking views of the Burj Khalifa and Dubai Water Canal, this residence features unparalleled amenities and exquisite design."
"The Ritz-Carlton Residences, Bay",https://www.theresidencessarasotabay.com/,"The Ritz-Carlton Residences, Sarasota  
1300 Benjamin Franklin Drive  
Sarasota, FL 34236  
United States",7500000,2500,4000000,12000000,3000,78,2025,under construction,high,yes,yes,94,Sarasota,United States,"Private balconies, fitness center, wellness spa, private dining spaces","Swimming Pool, Gym, Parking Space/Garage, Security, On-site Restaurant/Café","24-hour concierge, beach access, sauna, residents’ lounge, in-residence dining",Bayfront pool with Sarasota Bay views,Signature dining with coastal cuisine,Wellness spa with sauna facilities,10,Ritz-Carlton,Discover unparalleled luxury with breathtaking waterfront views and world-class amenities.,"Offering breathtaking views of Sarasota Bay, this residence features private beach access and unparalleled luxury amenities, redefining coastal living."
The Ritz-Carlton Residences,https://www.rcrnaples.com/,"Naples  
4101 Gulf Shore Blvd N,  
Naples, FL 34103,  
United States",7500000,2500,3700000,15000000,3000,128,2025,under construction,high,yes,yes,95,Naples,United States,"Private terraces, fitness center, beach club, wellness spa","Swimming Pool, Gym, Parking Space/Garage, Security, On-site Restaurant/Café","24-hour concierge, beach access, sauna, in-residence dining, residents’ lounge",Beachfront pool with Gulf of Mexico views,Signature dining with coastal cuisine,Wellness spa with sauna facilities,10,Ritz-Carlton,Indulge in luxurious beachfront living with stunning Gulf views and unparalleled amenities.,"Overlooking the Gulf of Mexico, these luxurious residences feature private beach access, stunning sunset views, and exceptional amenities."
"The Ritz-Carlton Residences, South Station Tower",https://southstationresidences.com/,"The Ritz-Carlton Residences, South Station Tower  
South Station Tower, Boston, MA 02111, United States",5000000,2500,2500000,10000000,2000,166,2028,under construction,high,yes,yes,93,Boston,United States,"Private cinema, fitness center, wellness spa, sky park","Swimming Pool, Gym, Parking Space/Garage, Private Garden, Security, On-site Restaurant/Café","24-hour concierge, sauna, residents’ lounge, in-residence dining, sports simulator",72-foot outdoor pool with Boston Harbor views,Chef’s kitchen for private dining events,Nearly one-acre private sky park with gardens,11,Ritz-Carlton,Elevated luxury living with breathtaking city views and unrivaled five-star amenities.,"Offering breathtaking skyline views and unparalleled access to Boston's vibrant cultural scene, this residence redefines luxury living."
The Ritz-Carlton Residences,https://southstationresidences.com/,2401 PGA Boulevard,6000000,2000,4000000,10000000,3000,106,2025,under construction,high,yes,yes,94,Palm Beach Gardens,United States,"Private balconies, fitness center, wellness spa, private dining spaces","Swimming Pool, Gym, Parking Space/Garage, Private Garden, Security, On-site Restaurant/Café","24-hour concierge, sauna, residents’ lounge, in-residence dining, pet spa",Resort-style pool with lush garden views,Signature dining with coastal cuisine,Wellness spa with sauna facilities,11,Ritz-Carlton,Discover unparalleled luxury with breathtaking waterfront views and world-class amenities.,"Offering stunning waterfront views and direct access to pristine beaches, this residence features unparalleled luxury and exclusive amenities."
"The Ritz-Carlton Residences, Al Jazi Gardens",https://marriottresidences.com/luxury_brand/the-ritz-carlton-residences/?utm_source=residences-referral,"Al Jazi Gardens, First Settlement, New Cairo",1800000,720,1000000,3500000,2500,100,2026,under construction,high,yes,yes,92,Cairo,Egypt,"Private terraces, fitness center, wellness center, private dining spaces","Swimming Pool, Gym, Parking Space/Garage, Private Garden, Security, On-site Restaurant/Café","24-hour concierge, sauna, residents’ lounge, in-residence dining, kids’ play area",Lagoon-style pool with garden views,Curated dining with international cuisine,Wellness center with sauna facilities,11,Ritz-Carlton,Discover unparalleled luxury with lush gardens and stunning views in vibrant New Cairo.,"Offering breathtaking views of lush gardens and a serene lake, this exclusive residence features luxurious amenities and exceptional privacy."
The Ritz-Carlton Residences,https://theresidencespompanobeach.com/,"Pompano Beach, 1 N Ocean Blvd, Pompano Beach, FL 33062, United States.",9000000,3000,4500000,20000000,3000,205,2025,under construction,high,yes,yes,95,Pompano Beach,United States,"Private balconies, fitness center, wellness spa, private dining spaces","Swimming Pool, Gym, Parking Space/Garage, Security, On-site Restaurant/Café","24-hour concierge, beach access, sauna, in-residence dining, residents’ lounge",Oceanfront pool with Atlantic views,Signature dining with coastal cuisine,Wellness spa with sauna facilities,10,Ritz-Carlton,Elevated beachfront living with private sky villas and panoramic ocean views.,"Overlooking pristine beaches, these residences boast expansive ocean views, private balconies, and unparalleled access to luxury amenities."
"The Ritz-Carlton Residences, Creekside",https://www.theresidencesdubaicreek.com/,"Ras Al Khor Nature Reserve, Dubai Creek",10000000,2500,5000000,20000000,4000,48,2027,under construction,high,yes,yes,94,Dubai,UAE,"Private terraces, fitness center, wellness spa, private dining spaces","Swimming Pool, Gym, Parking Space/Garage, Private Garden, Security, On-site Restaurant/Café","24-hour concierge, sauna, residents’ lounge, in-residence dining, waterfront promenade",Infinity pool with Dubai Creek views,Curated dining with Middle Eastern cuisine,Wellness spa with sauna facilities,11,Ritz-Carlton,Immerse in unparalleled luxury with breathtaking waterfront views and bespoke amenities.,"Offering breathtaking views of the Dubai Creek, this residence boasts private terraces, luxurious amenities, and unparalleled waterfront access."
"The Ritz-Carlton Residences, Estero Bay",https://theresidencesesterobay.com/,"The Ritz-Carlton Residences, Estero Bay  
Saltleaf on Estero Bay, Bonita Springs",6500000,2167,3500000,12000000,3000,224,2026,under construction,high,yes,yes,94,Bonita Springs,United States,"Private balconies, fitness center, wellness spa, private dining spaces","Swimming Pool, Gym, Parking Space/Garage, Private Garden, Security, On-site Restaurant/Café, Golf","24-hour concierge, beach access, sauna, in-residence dining, whiskey lounge",Lagoon-front pool with Estero Bay views,Signature dining with coastal cuisine,Whiskey lounge for exclusive tastings,12,Ritz-Carlton,Indulge in luxurious waterfront living with breathtaking sunset views over Estero Bay.,"Overlooking Estero Bay, this luxurious residence boasts stunning waterfront views, private boat docks, and unparalleled access to pristine beaches."
The Ritz-Carlton Residences,https://rc-bodrum.com/,"Bodrum, Turkey, is located at:  
 Bodrum,  
Gökçebel Mahallesi,  
Kaya İkizler Caddesi No: 8,  
48400 Bodrum, Muğla, Turkey.",4500000,900,3000000,7000000,5000,75,2020,completed,high,yes,yes,95,Bodrum,Turkey,"Private heated pools, fitness center, beach club, wellness spa","Swimming Pool, Gym, Parking Space/Garage, Private Garden, Security, On-site Restaurant/Café","24-hour concierge, kids’ club, beach access, sauna, swimmable natural pond",Private heated pool with Aegean Sea views,Signature dining with Mediterranean cuisine,1.7-mile secluded sandy beach,11,Ritz-Carlton,"Overlooking turquoise Aegean waters, these ultra-luxury residences redefine coastal elegance.","Offering breathtaking panoramic views of the Aegean Sea, these residences feature private terraces, infinity pools, and unparalleled luxury amenities."
"The Ritz-Carlton Residences, NoMad",https://marriottresidences.com/luxury_brand/the-ritz-carlton-residences/?utm_source=residences-referral,"The Ritz-Carlton Residences, NoMad  
1185 Broadway  
New York, NY 10001  
USA",8000000,3200,4000000,15000000,2500,112,2022,completed,high,yes,yes,95,New York,United States,"Private balconies, fitness center, wellness spa, private dining spaces","Swimming Pool, Gym, Parking Space/Garage, Security, On-site Restaurant/Café","24-hour concierge, sauna, residents’ lounge, in-residence dining, rooftop terrace",Rooftop pool with Manhattan skyline views,The Bazaar by José Andrés with Spanish cuisine,Wellness spa with sauna facilities,10,Ritz-Carlton,Elevate your lifestyle with panoramic skyline views and unparalleled luxury amenities.,"Offering breathtaking skyline views and luxurious amenities, this residence features a rooftop terrace and personalized concierge services in a vibrant neighborhood."
The Ritz-Carlton Residences,https://www.rcrlimassol.com/,"Amathus Coastal Heights, Limassol, Cyprus",5500000,2750,3000000,10000000,2000,95,2025,under construction,high,yes,yes,94,Limassol,Cyprus,"Private terraces, fitness center, wellness spa, private dining spaces","Swimming Pool, Gym, Parking Space/Garage, Private Garden, Security, On-site Restaurant/Café","24-hour concierge, beach access, sauna, residents’ lounge, in-residence dining",Oceanfront pool with Mediterranean Sea views,Signature dining with coastal cuisine,Wellness spa with sauna facilities,11,Ritz-Carlton,Indulge in luxury living with breathtaking Mediterranean views and exclusive beachfront access.,"Overlooking the azure Mediterranean, this luxurious residence boasts private beach access, stunning sea views, and unparalleled amenities."
The Ritz-Carlton Residences,https://www.rcrportland.com/,"Portland, 900 SW 5th Ave, Portland, OR 97204, United States.",4000000,2000,2000000,8000000,2000,139,2023,completed,high,yes,yes,95,Portland,United States,"Private balconies, fitness center, private cinema, residents’ lounge","Swimming Pool, Gym, Parking Space/Garage, Security, On-site Restaurant/Café","24-hour concierge, sauna, in-residence dining, rooftop terrace, sports simulator",Rooftop pool with Willamette River views,Signature dining with Pacific Northwest cuisine,Private cinema for resident screenings,10,Ritz-Carlton,"Elevating city living, these luxury residences offer breathtaking panoramic views of Portland.","Offering breathtaking views of the Willamette River and a rooftop terrace, this residence combines luxury with unparalleled urban convenience."
The Ritz-Carlton Residences,https://masterisehomes.com/the-grand-hanoi/,"22-24 Hang Bai, Hoan Kiem District",6250000,2500,3500000,10000000,2500,104,2023,completed,high,yes,yes,95,Hanoi,Vietnam,"Private balconies, fitness center, wellness spa, private dining spaces","Swimming Pool, Gym, Parking Space/Garage, Security, On-site Restaurant/Café","24-hour concierge, sauna, residents’ lounge, in-residence dining, rooftop terrace",Indoor pool with Hanoi skyline views,Signature dining with curated menus,Wellness spa with sauna facilities,10,Ritz-Carlton,Elevate your lifestyle in Hanoi's pinnacle of luxury with breathtaking skyline views.,"Offering breathtaking views of West Lake and the Red River, this residence features luxurious amenities and personalized services."
"The Ritz-Carlton Residences, Dove Mountain",https://theresidencesdovemountain.com/,"The Ritz-Carlton Residences, Dove Mountain  
15000 N Secret Springs Dr  
Marana, AZ 85658  
United States",3500000,875,2000000,5500000,4000,83,2014,completed,high,yes,yes,95,Marana,United States,"Private patios, fitness center, wellness spa, private dining spaces","Swimming Pool, Gym, Parking Space/Garage, Private Garden, Security, On-site Restaurant/Café, Golf","24-hour concierge, kids’ club, hiking trails, sauna, in-residence dining",Resort-style pool with Sonoran Desert views,Cayton’s restaurant with Southwestern cuisine,Access to Jack Nicklaus Signature golf courses,12,Ritz-Carlton,Discover luxurious living surrounded by stunning desert landscapes and world-class amenities.,"Offering breathtaking desert vistas and direct access to a championship golf course, this residence boasts unparalleled luxury and exclusivity."
"The Ritz-Carlton Residences, Beach",https://marriottresidences.com/luxury_brand/the-ritz-carlton-residences/?utm_source=residences-referral,"The Ritz-Carlton Residences, Miami Beach  
4701 Meridian Ave,  
Miami Beach, FL 33140, USA",,,,,,,2016,completed,high,,,,Miami,United States,"Private balconies, fitness center, wellness spa, private dining spaces","Swimming Pool, Gym, Parking Space/Garage, Security, On-site Restaurant/Café","24-hour concierge, beach access, sauna, in-residence dining, rooftop terrace",Rooftop pool with Miami Beach skyline views,Signature dining with coastal cuisine,Wellness spa with sauna facilities,10,Ritz-Carlton,Immerse yourself in unparalleled oceanfront luxury with private pools and breathtaking vistas.,"Offering breathtaking ocean views and private beach access, this residence boasts unparalleled luxury with resort-style amenities and personalized services."
The Ritz-Carlton Residences,https://marriottresidences.com/luxury_brand/the-ritz-carlton-residences/?utm_source=residences-referral,"Route de Ouarzazate, Km 12",4000000,1333,2500000,7000000,3000,86,2023,completed,high,yes,yes,90,Marrakech,Morocco,"Private terraces, fitness center, beach club, wellness spa","Swimming Pool, Gym, Parking Space/Garage, Private Garden, Security, On-site Restaurant/Café","24-hour concierge, beach access, sauna, in-residence dining, residents’ lounge",Beachfront pool with Mediterranean Sea views,Signature dining with Moroccan cuisine,Wellness spa with sauna facilities,11,Ritz-Carlton,Discover opulent living with panoramic Atlas Mountain views and lush private gardens.,"Offering breathtaking views of the Atlas Mountains, this residence boasts private gardens and a stunning infinity pool for unparalleled luxury."
"The Ritz-Carlton Residences, Lake Tahoe",https://marriottresidences.com/luxury_brand/the-ritz-carlton-residences/?utm_source=residences-referral,"The Ritz-Carlton Residences, Lake Tahoe  
13031 Ritz-Carlton Highlands Drive  
Truckee, CA 96161  
United States",4500000,1800,2500000,7500000,2500,170,2009,completed,high,yes,yes,95,Truckee,United States,"Ski-in/ski-out access, fitness center, wellness spa, private dining spaces","Swimming Pool, Gym, Parking Space/Garage, Security, On-site Restaurant/Café","24-hour concierge, kids’ club, ski valet, sauna, hot tubs",Outdoor pool with Sierra Nevada views,Manzanita restaurant with California cuisine,Spa at The Ritz-Carlton with wellness treatments,10,Ritz-Carlton,Indulge in luxurious mountain living with stunning lake views and world-class amenities.,"Offering breathtaking panoramic views of the Sierra Nevada, these luxurious residences feature direct access to world-class skiing and hiking trails."
The Ritz-Carlton Residences,https://rcresidencesistanbul.com/,"Eski Bagdat Cd. 3A, Suzer Plaza, Elmadag, Sisli",3750000,1500,2000000,6500000,2500,121,2017,completed,high,yes,yes,95,Istanbul,Turkey,"Private balconies, fitness center, wellness spa, private dining spaces","Swimming Pool, Gym, Parking Space/Garage, Security, On-site Restaurant/Café","24-hour concierge, sauna, residents’ lounge, in-residence dining, rooftop terrace",Indoor pool with Istanbul skyline views,Signature dining with Turkish cuisine,Wellness spa with sauna facilities,10,Ritz-Carlton,"Overlooking the Bosphorus, this opulent sanctuary blends timeless elegance with modern luxury.","Overlooking the Bosphorus, these luxurious residences boast private terraces, bespoke interiors, and exclusive access to a world-class spa."
The Ritz-Carlton Residences,https://marriottresidences.com/luxury_brand/the-ritz-carlton-residences/?utm_source=residences-referral,"Ha-Shunit St 4, Herzliya Pituah",5000000,2000,3000000,8000000,2500,115,2017,completed,high,yes,yes,90,Herzliya,Israel,"Private balconies, fitness center, wellness spa, private dining spaces","Swimming Pool, Gym, Parking Space/Garage, Security, On-site Restaurant/Café","24-hour concierge, beach access, sauna, in-residence dining, rooftop bar",Rooftop pool with Mediterranean Sea views,Herbert Samuel kosher dining with coastal cuisine,Spa with hammam and Swedish sauna,10,Ritz-Carlton,Indulge in breathtaking Mediterranean views from your private rooftop pool oasis.,"Overlooking the Mediterranean, these luxurious residences feature private beach access, stunning sunset views, and exceptional amenities."
The Ritz-Carlton Residences,https://www.theresidenceschevychase.com/,"Chevy Chase,  4550 Montgomery Avenue, Chevy Chase, MD 20815, United States.",3500000,1750,2000000,6000000,2000,117,2026,under construction,high,yes,yes,95,Chevy Chase,United States,"Private terraces, fitness center, wellness center, private dining spaces","Swimming Pool, Gym, Parking Space/Garage, Private Garden, Security, On-site Restaurant/Café","24-hour concierge, sauna, residents’ lounge, in-residence dining, pet spa",Indoor pool with lush surroundings,Curated dining with international cuisine,Wellness center with sauna facilities,11,Ritz-Carlton,Indulge in unparalleled luxury with stunning rooftop views and exquisite amenities.,"Offering breathtaking views of the Washington, D.C. skyline, this residence features luxurious amenities and personalized concierge services."
The Ritz-Carlton Residences,https://theresidencestampa.com/,"Tampa  
1301 East Kennedy Boulevard  
Tampa, FL 33602  
United States",6000000,2000,3500000,10000000,3000,89,2028,under construction,high,yes,yes,94,Tampa,United States,"Private balconies, fitness center, wellness spa, private dining spaces","Swimming Pool, Gym, Parking Space/Garage, Security, On-site Restaurant/Café","24-hour concierge, beach access, sauna, in-residence dining, residents’ lounge",Rooftop pool with Tampa Bay views,Signature dining with coastal cuisine,Wellness spa with sauna facilities,10,Ritz-Carlton,"Elevating luxury living, these waterfront residences boast breathtaking bay views and unparalleled elegance.","Offering breathtaking waterfront views and unparalleled access to vibrant downtown, this residence boasts luxury amenities and exquisite design."
The Ritz-Carlton Residences,http://theresidencesastana.com/eng/,"1, Kabanbay Batyr Avenue, Nur-Sultan 020000, Kazakhstan.",2500000,833,1500000,4500000,3000,157,2017,completed,high,yes,yes,94,Astana,Kazakhstan,"Private balconies, fitness center, wellness spa, private dining spaces","Swimming Pool, Gym, Parking Space/Garage, Security, On-site Restaurant/Café","24-hour concierge, sauna, residents’ lounge, in-residence dining, rooftop terrace",Indoor pool with city skyline views,Signature dining with international cuisine,Wellness spa with sauna facilities,10,Ritz-Carlton,Elevate your lifestyle with panoramic skyline views from luxurious Astana residences.,"Overlooking the stunning Ishim River, these residences boast unparalleled luxury with private balconies, top-tier amenities, and exquisite design."
The Ritz-Carlton Residences,https://theresidenceamman.com/en,"5th Circle, Al Kindi Street",3750000,1875,2000000,6500000,2000,91,2022,completed,high,yes,yes,95,Amman,Jordan,"Private terraces, fitness center, wellness spa, private dining spaces","Swimming Pool, Gym, Parking Space/Garage, Private Garden, Security, On-site Restaurant/Café","24-hour concierge, sauna, residents’ lounge, in-residence dining, cigar lounge",Indoor pool with Amman skyline views,Mediterranean restaurant with curated dining,Cigar lounge for exclusive gatherings,11,Ritz-Carlton,Indulge in luxurious living with breathtaking city views and exquisite design details.,"Offering breathtaking views of the city and the mountains, this luxurious residence features unparalleled amenities and exceptional service."
"The Ritz-Carlton Residences, Bal Harbour",https://marriottresidences.com/luxury_brand/the-ritz-carlton-residences/?utm_source=residences-referral,"The Ritz-Carlton Residences, Bal Harbour  
10295 Collins Avenue  
Bal Harbour, FL 33154  
USA",8000000,2667,4500000,15000000,3000,124,2007,completed,high,yes,yes,95,Bal Harbour,United States,"Private balconies, fitness center, wellness spa, private dining spaces","Swimming Pool, Gym, Parking Space/Garage, Security, On-site Restaurant/Café","24-hour concierge, beach access, sauna, in-residence dining, residents’ lounge",Oceanfront pool with Atlantic views,Artisan Eatery with coastal cuisine,Wellness spa with sauna facilities,10,Ritz-Carlton,Indulge in oceanfront serenity with private elevators and panoramic waterfront views.,"Offering breathtaking ocean views and direct beach access, this luxurious residence features a private rooftop pool and unparalleled concierge services."
The Ritz-Carlton Residences,https://www.rcr-colombo.lk/#hm-banner,"Galle Face, Colombo 02, Sri Lanka",2250000,1125,1500000,4000000,2000,187,2021,completed,high,yes,yes,95,Colombo,Sri Lanka,"Private cinema, fitness center, private dining spaces, residents’ lounge","Swimming Pool, Gym, Parking Space/Garage, Security, On-site Restaurant/Café","24-hour concierge, sauna, in-residence dining, rooftop terrace, sky lounge",Rooftop pool with Indian Ocean views,Signature dining with curated menus,Sky lounge with panoramic city views,10,Ritz-Carlton,Elevate your lifestyle with breathtaking ocean views from every luxurious suite.,"Offering breathtaking ocean views and unparalleled access to vibrant city life, this residence features luxurious amenities and sophisticated design."
"The Ritz-Carlton Residences, Waikiki",https://www.theresidenceswaikiki.com/,"The Ritz-Carlton Residences, Waikiki  
383 Kalaimoku Street  
Honolulu, HI 96815  
USA",4500000,3000,2500000,8000000,1500,552,2018,completed,high,yes,yes,95,Honolulu,United States,"Private penthouse terraces, fitness center, wellness spa, private dining spaces","Swimming Pool, Gym, Parking Space/Garage, Security, On-site Restaurant/Café","24-hour concierge, beach access, sauna, in-residence dining, infinity pools",Infinity pool with Pacific Ocean views,Sushi Sho with exclusive sushi tasting menu,La Vie with modern French cuisine,10,Ritz-Carlton,Breathtaking ocean views and luxurious amenities redefine coastal living in paradise.,"Overlooking the vibrant shores of Waikiki, this luxurious residence boasts breathtaking ocean views and exclusive access to a private rooftop infinity pool."
"The Ritz-Carlton Residences, Westchester",https://rcresidenceswestchester.com/,"The Ritz-Carlton Residences, Westchester  
5 Renaissance Square, White Plains, NY 10601, United States",2500000,1250,1500000,4500000,2000,184,2008,completed,high,yes,yes,95,White Plains,United States,"Private terraces, fitness center, private cinema, billiards room","Swimming Pool, Gym, Parking Space/Garage, Security, On-site Restaurant/Café","24-hour concierge, kids’ playroom, sauna, in-residence dining, outdoor sun deck",Glass-covered indoor pool with city views,Restaurant at Kanopi with fine dining,Wellness spa with sauna facilities,10,Ritz-Carlton,Elevate your lifestyle with breathtaking skyline views and unparalleled luxury living.,"This luxurious residence boasts sweeping views of the Hudson River, exceptional amenities, and direct access to vibrant downtown White Plains."
